Datum,Zeitpunkt,Leitfähigkeit,Temperatur,pH,Redox,
03/07/21,4:46:40,45.9,58.5,12.505,-104.3,4990
03/07/21,4:47:11,45.9,58.5,12.504,-103.7,4991
03/07/21,4:47:40,46,58.5,12.502,-104,4992
03/07/21,4:48:12,46,58.5,12.505,-104.1,4993
03/07/21,4:48:44,46,58.5,12.506,-103.9,4994
03/07/21,4:49:14,46,58.5,12.504,-103.3,4995
03/07/21,4:49:43,46,58.5,12.505,-103.5,4996
03/07/21,4:50:16,46,58.5,12.505,-104.1,4997
03/07/21,4:50:47,46,58.5,12.501,-103.8,4998
03/07/21,4:51:14,46,58.5,12.503,-103.9,4999
03/07/21,4:51:43,46,58.5,12.502,-103.7,5000
03/07/21,4:52:15,46,58.5,12.502,-103.3,5001
03/07/21,4:52:45,46,58.5,12.502,-103,5002
03/07/21,4:53:16,46.1,58.4,12.504,-103.3,5003
03/07/21,4:53:45,46.1,58.5,12.503,-103.5,5004
03/07/21,4:54:17,46,58.5,12.503,-103.6,5005
03/07/21,4:54:46,46,58.5,12.502,-104.5,5006
03/07/21,4:55:17,46.1,58.5,12.506,-103.7,5007
03/07/21,4:55:47,46,58.5,12.503,-103.5,5008
03/07/21,4:56:18,46,58.5,12.504,-103.7,5009
03/07/21,4:56:48,46.1,58.5,12.504,-103.9,5010
03/07/21,4:57:18,46,58.5,12.501,-103.8,5011
03/07/21,4:57:50,46.1,58.5,12.506,-104,5012
03/07/21,4:58:23,46,58.5,12.502,-104.2,5013
03/07/21,4:58:51,46,58.5,12.503,-103.8,5014
03/07/21,4:59:21,46.1,58.4,12.502,-104,5015
03/07/21,4:59:52,46.1,58.5,12.502,-103.8,5016
03/07/21,5:00:21,46.1,58.5,12.502,-103.8,5017
03/07/21,5:00:53,46.1,58.5,12.505,-103.7,5018
03/07/21,5:01:24,46.1,58.5,12.503,-104.1,5019
03/07/21,5:01:54,46.1,58.5,12.503,-103.7,5020
03/07/21,5:02:24,46.1,58.5,12.505,-104,5021
03/07/21,5:02:55,46.1,58.5,12.502,-104.1,5022
03/07/21,5:03:25,46,58.5,12.502,-103.9,5023
03/07/21,5:03:54,46.1,58.5,12.504,-103.7,5024
03/07/21,5:04:25,46.1,58.5,12.504,-104.3,5025
03/07/21,5:04:55,46.1,58.5,12.501,-104.1,5026
03/07/21,5:05:26,46,58.5,12.502,-103.5,5027
03/07/21,5:05:57,46.1,58.5,12.504,-104.3,5028
03/07/21,5:06:26,46.1,58.5,12.505,-103.7,5029
03/07/21,5:06:57,46.1,58.5,12.503,-103.3,5030
03/07/21,5:07:29,46.1,58.5,12.502,-103.8,5031
03/07/21,5:07:59,46.1,58.5,12.503,-103.5,5032
03/07/21,5:08:31,46.1,58.5,12.501,-104.3,5033
03/07/21,5:09:01,46.1,58.5,12.505,-103.8,5034
03/07/21,5:09:33,46.1,58.5,12.502,-103.8,5035
03/07/21,5:10:04,46,58.5,12.501,-103.4,5036
03/07/21,5:10:34,46.1,58.5,12.503,-104.4,5037
03/07/21,5:11:04,46,58.5,12.501,-104.3,5038
03/07/21,5:11:35,46.1,58.5,12.505,-104.2,5039
03/07/21,5:12:08,46,58.5,12.504,-104.3,5040
03/07/21,5:12:36,46.1,58.5,12.504,-104.1,5041
03/07/21,5:13:06,46.1,58.5,12.505,-104,5042
03/07/21,5:13:35,46.1,58.5,12.503,-103.7,5043
03/07/21,5:14:07,46,58.5,12.502,-104.2,5044
03/07/21,5:14:37,46.1,58.5,12.504,-102.9,5045
03/07/21,5:15:08,46.1,58.5,12.501,-103.3,5046
03/07/21,5:15:36,46.1,58.5,12.501,-103.7,5047
03/07/21,5:16:09,46.1,58.5,12.5,-104.2,5048
03/07/21,5:16:40,46.1,58.5,12.502,-103.8,5049
03/07/21,5:17:10,46.1,58.5,12.507,-103.8,5050
03/07/21,5:17:40,46.1,58.5,12.506,-104.3,5051
03/07/21,5:18:13,46.1,58.5,12.503,-103.7,5052
03/07/21,5:18:44,46.1,58.5,12.503,-103.6,5053
03/07/21,5:19:12,46.1,58.5,12.502,-103.6,5054
03/07/21,5:19:49,46.1,58.5,12.504,-103.9,5055
03/07/21,5:20:13,46.1,58.5,12.506,-103.9,5056
03/07/21,5:20:44,46.1,58.5,12.5,-104,5057
03/07/21,5:21:14,46.1,58.5,12.502,-104.1,5058
03/07/21,5:21:44,46.1,58.5,12.502,-103.9,5059
03/07/21,5:22:15,46.1,58.5,12.502,-103.9,5060
03/07/21,5:22:45,46.1,58.5,12.499,-103.2,5061
03/07/21,5:23:23,46.1,58.5,12.501,-103.2,5062
03/07/21,5:23:47,46.1,58.5,12.501,-103.7,5063
03/07/21,5:24:17,46.1,58.5,12.506,-103.8,5064
03/07/21,5:24:47,46.1,58.5,12.505,-104,5065
03/07/21,5:25:17,46.1,58.5,12.502,-103.9,5066
03/07/21,5:25:48,46.1,58.5,12.504,-104.2,5067
03/07/21,5:26:19,46.1,58.5,12.502,-104.3,5068
03/07/21,5:26:49,46.1,58.5,12.502,-103.6,5069
03/07/21,5:27:19,46.1,58.5,12.502,-103.6,5070
03/07/21,5:27:49,46.1,58.5,12.503,-103.4,5071
03/07/21,5:28:18,46.1,58.5,12.499,-103.7,5072
03/07/21,5:28:49,46.1,58.5,12.504,-103.7,5073
03/07/21,5:29:19,46,58.5,12.505,-103,5074
03/07/21,5:29:49,46,58.5,12.5,-103.1,5075
03/07/21,5:30:19,46,58.5,12.504,-103.3,5076
03/07/21,5:30:50,46,58.4,12.505,-103.3,5077
03/07/21,5:31:20,46,58.5,12.504,-103.1,5078
03/07/21,5:31:51,45.9,58.5,12.501,-103.9,5079
03/07/21,5:32:21,45.9,58.5,12.5,-103.3,5080
03/07/21,5:32:53,46,58.5,12.504,-103.7,5081
03/07/21,5:33:23,45.9,58.5,12.503,-103.7,5082
03/07/21,5:33:54,46,58.5,12.507,-103.6,5083
03/07/21,5:34:23,46,58.5,12.503,-103.8,5084
03/07/21,5:34:54,46,58.5,12.505,-103.9,5085
03/07/21,5:35:23,46,58.5,12.498,-104.3,5086
03/07/21,5:35:54,46,58.5,12.5,-103.7,5087
03/07/21,5:36:23,46,58.5,12.506,-103.7,5088
03/07/21,5:36:54,46,58.5,12.505,-103.6,5089
03/07/21,5:37:25,46,58.5,12.504,-103.3,5090
03/07/21,5:37:55,46,58.5,12.505,-103.1,5091
03/07/21,5:38:25,46,58.5,12.505,-103.5,5092
03/07/21,5:38:55,46,58.5,12.502,-103.2,5093
03/07/21,5:39:24,46,58.5,12.506,-103.3,5094
03/07/21,5:39:55,46,58.5,12.502,-103,5095
03/07/21,5:40:25,45.9,58.5,12.502,-103.7,5096
03/07/21,5:40:56,45.9,58.5,12.503,-103.2,5097
03/07/21,5:41:26,45.9,58.5,12.502,-103.3,5098
03/07/21,5:41:57,46,58.5,12.503,-103.3,5099
03/07/21,5:42:27,46,58.5,12.501,-103.2,5100
03/07/21,5:43:01,46,58.5,12.504,-103,5101
03/07/21,5:43:29,46,58.5,12.504,-103.1,5102
03/07/21,5:43:59,46,58.5,12.506,-103.1,5103
03/07/21,5:44:29,45.9,58.5,12.502,-103.4,5104
03/07/21,5:44:59,45.9,58.5,12.503,-103.1,5105
03/07/21,5:45:29,45.9,58.5,12.504,-103,5106
03/07/21,5:46:03,45.9,58.5,12.503,-103.3,5107
03/07/21,5:46:31,46,58.5,12.502,-103,5108
03/07/21,5:47:03,45.9,58.5,12.502,-103.1,5109
03/07/21,5:47:30,46,58.5,12.502,-103.5,5110
03/07/21,5:48:03,46,58.5,12.502,-103,5111
03/07/21,5:48:30,46,58.5,12.505,-103.4,5112
03/07/21,5:49:01,46,58.4,12.506,-103.1,5113
03/07/21,5:49:32,46,58.5,12.503,-103.1,5114
03/07/21,5:50:05,46,58.5,12.5,-103.6,5115
03/07/21,5:50:37,46,58.5,12.505,-103.5,5116
03/07/21,5:51:03,46,58.5,12.504,-103.7,5117
03/07/21,5:51:33,46,58.4,12.502,-103.4,5118
03/07/21,5:52:04,46,58.5,12.503,-102.9,5119
03/07/21,5:52:34,46,58.5,12.503,-103.3,5120
03/07/21,5:53:04,46,58.5,12.505,-103,5121
03/07/21,5:53:35,46,58.5,12.501,-103.4,5122
03/07/21,5:54:05,46,58.5,12.506,-103,5123
03/07/21,5:54:36,46,58.5,12.504,-103.5,5124
03/07/21,5:55:07,46,58.5,12.5,-104,5125
03/07/21,5:55:39,46,58.5,12.503,-103.1,5126
03/07/21,5:56:08,46,58.5,12.506,-103.7,5127
03/07/21,5:56:38,46.1,58.4,12.502,-102.7,5128
03/07/21,5:57:08,46.1,58.4,12.507,-102.7,5129
03/07/21,5:57:43,46.1,58.4,12.505,-103.6,5130
03/07/21,5:58:11,46.1,58.5,12.504,-103.7,5131
03/07/21,5:58:39,46.1,58.5,12.503,-103.6,5132
03/07/21,5:59:10,46.1,58.5,12.506,-103.3,5133
03/07/21,5:59:51,46.1,58.5,12.506,-104.1,5134
03/07/21,6:00:11,46.1,58.5,12.507,-103.6,5135
03/07/21,6:00:44,46.1,58.5,12.505,-102.8,5136
03/07/21,6:01:12,46.1,58.4,12.508,-103.7,5137
03/07/21,6:01:42,46.1,58.5,12.505,-103.3,5138
03/07/21,6:02:13,46.1,58.5,12.504,-103.1,5139
03/07/21,6:02:44,46.1,58.5,12.503,-103.3,5140
03/07/21,6:03:15,46,58.5,12.501,-102.9,5141
03/07/21,6:03:46,46.1,58.5,12.503,-103.4,5142
03/07/21,6:04:19,46.1,58.4,12.503,-103.9,5143
03/07/21,6:04:47,46.1,58.5,12.503,-103.3,5144
03/07/21,6:05:18,46.1,58.5,12.504,-103.4,5145
03/07/21,6:05:48,46,58.4,12.503,-103.5,5146
03/07/21,6:06:18,46,58.5,12.498,-103.2,5147
03/07/21,6:06:48,46,58.5,12.501,-103.5,5148
03/07/21,6:07:18,46.1,58.5,12.5,-104,5149
03/07/21,6:07:50,46,58.5,12.501,-103.6,5150
03/07/21,6:08:19,46,58.5,12.501,-103.2,5151
03/07/21,6:08:51,46.1,58.5,12.502,-103.7,5152
03/07/21,6:09:22,46.1,58.5,12.507,-103.7,5153
03/07/21,6:09:51,46.1,58.5,12.505,-104,5154
03/07/21,6:10:21,46.1,58.5,12.506,-104.1,5155
03/07/21,6:10:52,46.1,58.5,12.504,-103.8,5156
03/07/21,6:11:23,46.1,58.5,12.502,-103.9,5157
03/07/21,6:11:52,46.1,58.5,12.504,-102.9,5158
03/07/21,6:12:24,46.1,58.5,12.502,-103.8,5159
03/07/21,6:12:52,46.1,58.5,12.502,-104,5160
03/07/21,6:13:23,46.1,58.5,12.504,-104,5161
03/07/21,6:13:52,46.1,58.5,12.501,-104.2,5162
03/07/21,6:14:22,46,58.5,12.501,-102.8,5163
03/07/21,6:14:53,46.1,58.5,12.503,-104.1,5164
03/07/21,6:15:24,46.1,58.5,12.498,-104.6,5165
03/07/21,6:15:54,46.1,58.5,12.502,-103.8,5166
03/07/21,6:16:24,46.1,58.5,12.502,-103.4,5167
03/07/21,6:16:54,46.1,58.5,12.504,-103.8,5168
03/07/21,6:17:24,46.1,58.5,12.501,-103.7,5169
03/07/21,6:17:54,46.1,58.5,12.502,-104,5170
03/07/21,6:18:25,46.1,58.5,12.504,-104.3,5171
03/07/21,6:18:59,46,58.5,12.504,-104,5172
03/07/21,6:19:26,46.1,58.5,12.505,-103.6,5173
03/07/21,6:19:57,46.1,58.5,12.505,-103.7,5174
03/07/21,6:20:27,46.1,58.5,12.504,-104,5175
03/07/21,6:20:58,46.1,58.5,12.503,-104.7,5176
03/07/21,6:21:28,46.1,58.5,12.5,-104.6,5177
03/07/21,6:21:59,46.1,58.5,12.502,-104.6,5178
03/07/21,6:22:29,46,58.5,12.503,-103.7,5179
03/07/21,6:23:02,46.1,58.5,12.501,-103.8,5180
03/07/21,6:23:30,46.1,58.5,12.504,-103.9,5181
03/07/21,6:24:02,46.1,58.5,12.5,-103.5,5182
03/07/21,6:24:31,46.1,58.5,12.503,-103.7,5183
03/07/21,6:25:01,46.1,58.5,12.504,-104.1,5184
03/07/21,6:25:31,46.1,58.5,12.504,-103.7,5185
03/07/21,6:26:01,46,58.5,12.502,-103.5,5186
03/07/21,6:26:32,46.1,58.5,12.503,-103.8,5187
03/07/21,6:27:04,46.1,58.4,12.506,-103.3,5188
03/07/21,6:27:34,46.1,58.4,12.507,-103.5,5189
03/07/21,6:28:04,46.1,58.4,12.501,-103.4,5190
03/07/21,6:28:34,46.1,58.5,12.5,-103,5191
03/07/21,6:29:05,46.1,58.5,12.5,-103.5,5192
03/07/21,6:29:34,46.1,58.5,12.502,-104.1,5193
03/07/21,6:30:04,46.1,58.5,12.5,-104,5194
03/07/21,6:30:34,46.1,58.5,12.5,-103.4,5195
03/07/21,6:31:05,46.1,58.5,12.5,-103.6,5196
03/07/21,6:31:38,46.1,58.5,12.5,-103.9,5197
03/07/21,6:32:05,46.1,58.5,12.504,-103.4,5198
03/07/21,6:32:35,46.1,58.5,12.5,-103.5,5199
03/07/21,6:33:06,46.1,58.5,12.5,-104.6,5200
03/07/21,6:33:39,46.1,58.5,12.505,-103,5201
03/07/21,6:34:06,46.1,58.5,12.505,-103.3,5202
03/07/21,6:34:36,46.1,58.5,12.501,-103.7,5203
03/07/21,6:35:07,46.1,58.5,12.503,-103.7,5204
03/07/21,6:35:37,46.1,58.4,12.503,-104.4,5205
03/07/21,6:36:09,46.1,58.5,12.502,-103.3,5206
03/07/21,6:36:38,46.1,58.5,12.503,-104.6,5207
03/07/21,6:37:11,46.1,58.4,12.503,-104,5208
03/07/21,6:37:39,46.1,58.4,12.504,-104.1,5209
03/07/21,6:38:10,46.1,58.4,12.505,-104.3,5210
03/07/21,6:38:43,46.1,58.4,12.502,-104.3,5211
03/07/21,6:39:10,46.1,58.5,12.506,-104.4,5212
03/07/21,6:39:41,46.1,58.5,12.5,-103.6,5213
03/07/21,6:40:12,46.1,58.5,12.506,-104.3,5214
03/07/21,6:40:47,46.1,58.5,12.501,-104.3,5215
03/07/21,6:41:14,46.1,58.4,12.502,-103.7,5216
03/07/21,6:41:42,46,58.5,12.501,-103.1,5217
03/07/21,6:42:12,46,58.5,12.5,-104.4,5218
03/07/21,6:42:43,46,58.5,12.501,-103.8,5219
03/07/21,6:43:12,46.1,58.5,12.502,-103.7,5220
03/07/21,6:43:45,46.1,58.4,12.505,-103.7,5221
03/07/21,6:44:15,46,58.5,12.501,-103.8,5222
03/07/21,6:44:45,46.1,58.5,12.503,-103.3,5223
03/07/21,6:45:15,46.1,58.5,12.507,-103.6,5224
03/07/21,6:45:46,46.1,58.5,12.503,-103.6,5225
03/07/21,6:46:16,46.1,58.5,12.502,-103.4,5226
03/07/21,6:46:47,46.1,58.4,12.501,-103.3,5227
03/07/21,6:47:18,46.1,58.5,12.503,-103.2,5228
03/07/21,6:47:48,46.1,58.5,12.505,-103.3,5229
03/07/21,6:48:19,46.1,58.5,12.505,-103.7,5230
03/07/21,6:48:50,46.1,58.5,12.502,-104.9,5231
03/07/21,6:49:19,46.1,58.5,12.5,-103.7,5232
03/07/21,6:49:50,46.1,58.5,12.501,-104.3,5233
03/07/21,6:50:22,46.1,58.4,12.503,-104.2,5234
03/07/21,6:50:52,46.1,58.4,12.502,-104.7,5235
03/07/21,6:51:23,46.1,58.5,12.504,-104.4,5236
03/07/21,6:51:53,46.1,58.5,12.502,-104.4,5237
03/07/21,6:52:24,46.1,58.5,12.501,-103.3,5238
03/07/21,6:52:54,46,58.5,12.502,-103.7,5239
03/07/21,6:53:25,46,58.5,12.504,-103,5240
03/07/21,6:53:55,46,58.5,12.505,-103.2,5241
03/07/21,6:54:25,46.1,58.5,12.504,-103.7,5242
03/07/21,6:54:56,46.1,58.5,12.502,-103.9,5243
03/07/21,6:55:26,46.1,58.5,12.504,-103.8,5244
03/07/21,6:55:57,46.1,58.5,12.502,-104,5245
03/07/21,6:56:28,46,58.5,12.502,-104,5246
03/07/21,6:56:58,46,58.5,12.503,-104.3,5247
03/07/21,6:57:28,46.1,58.5,12.502,-104.4,5248
03/07/21,6:57:58,46.1,58.5,12.501,-104.8,5249
03/07/21,6:58:29,46,58.5,12.502,-104.4,5250
03/07/21,6:58:59,46.1,58.5,12.5,-103.8,5251
03/07/21,6:59:29,46,58.5,12.5,-103.8,5252
03/07/21,7:00:02,46.1,58.5,12.501,-103,5253
03/07/21,7:00:31,46.1,58.5,12.502,-104.2,5254
03/07/21,7:00:59,46.1,58.5,12.501,-104,5255
03/07/21,7:01:30,46.1,58.4,12.503,-104.2,5256
03/07/21,7:02:00,46.1,58.5,12.501,-103.7,5257
03/07/21,7:02:31,46.1,58.5,12.5,-103.2,5258
03/07/21,7:03:03,46.1,58.5,12.502,-104,5259
03/07/21,7:03:30,46.1,58.5,12.501,-104.1,5260
03/07/21,7:04:02,46.1,58.5,12.503,-103.1,5261
03/07/21,7:04:30,46.1,58.5,12.503,-103.3,5262
03/07/21,7:05:08,46.1,58.4,12.505,-103.5,5263
03/07/21,7:05:31,46.1,58.5,12.504,-103.4,5264
03/07/21,7:06:02,46.1,58.5,12.502,-103.9,5265
03/07/21,7:06:32,46,58.5,12.503,-103.7,5266
03/07/21,7:07:01,46.1,58.5,12.505,-103.7,5267
03/07/21,7:07:32,46.1,58.5,12.506,-103.7,5268
03/07/21,7:08:07,46,58.5,12.503,-103.7,5269
03/07/21,7:08:32,46,58.5,12.504,-104.1,5270
03/07/21,7:09:03,46.1,58.5,12.504,-103.5,5271
03/07/21,7:09:35,46,58.5,12.502,-103.1,5272
03/07/21,7:10:05,46.1,58.5,12.5,-103.8,5273
03/07/21,7:10:37,46.1,58.5,12.502,-103.9,5274
03/07/21,7:11:07,46.1,58.5,12.501,-104.9,5275
03/07/21,7:11:37,46.1,58.5,12.505,-103.7,5276
03/07/21,7:12:07,46.1,58.5,12.505,-103.9,5277
03/07/21,7:12:39,46,58.5,12.5,-103.4,5278
03/07/21,7:13:09,46.1,58.5,12.5,-104.3,5279
03/07/21,7:13:37,46.1,58.5,12.503,-103.9,5280
03/07/21,7:14:08,46.1,58.5,12.503,-104.1,5281
03/07/21,7:14:38,46.1,58.4,12.502,-103.8,5282
03/07/21,7:15:09,46,58.5,12.504,-104,5283
03/07/21,7:15:39,46.1,58.4,12.504,-104.9,5284
03/07/21,7:16:09,46.1,58.5,12.503,-103,5285
03/07/21,7:16:39,46.1,58.5,12.502,-103.3,5286
03/07/21,7:17:10,46,58.5,12.501,-104,5287
03/07/21,7:17:43,46.1,58.5,12.504,-103.8,5288
03/07/21,7:18:10,46.1,58.4,12.504,-104,5289
03/07/21,7:18:41,46.1,58.5,12.503,-103.9,5290
03/07/21,7:19:13,46.1,58.5,12.501,-103.5,5291
03/07/21,7:19:44,46.1,58.5,12.501,-104.5,5292
03/07/21,7:20:12,46.1,58.5,12.507,-103.9,5293
03/07/21,7:20:43,46,58.5,12.505,-103.6,5294
03/07/21,7:21:14,46.1,58.5,12.506,-103.1,5295
03/07/21,7:21:43,46.1,58.5,12.501,-103.7,5296
03/07/21,7:22:13,46.1,58.5,12.504,-103.4,5297
03/07/21,7:22:44,46.1,58.5,12.503,-103.4,5298
03/07/21,7:23:16,46.1,58.5,12.5,-103.5,5299
03/07/21,7:23:45,46.1,58.5,12.502,-103.6,5300
03/07/21,7:24:16,46.1,58.5,12.506,-104.3,5301
03/07/21,7:24:44,46.1,58.5,12.508,-104,5302
03/07/21,7:25:14,46.1,58.5,12.503,-105,5303
03/07/21,7:25:44,46.1,58.5,12.505,-104.3,5304
03/07/21,7:26:15,46,58.5,12.504,-104.2,5305
03/07/21,7:26:45,46,58.5,12.507,-103.6,5306
03/07/21,7:27:17,46.1,58.5,12.505,-103.8,5307
03/07/21,7:27:47,46,58.5,12.505,-103.2,5308
03/07/21,7:28:16,46,58.5,12.504,-103.9,5309
03/07/21,7:28:47,46,58.5,12.503,-103.3,5310
03/07/21,7:29:18,46,58.5,12.501,-103.3,5311
03/07/21,7:29:50,46.1,58.5,12.504,-103.3,5312
03/07/21,7:30:22,46,58.5,12.504,-103.9,5313
03/07/21,7:30:52,46,58.5,12.503,-103.6,5314
03/07/21,7:31:22,46.1,58.5,12.505,-104,5315
03/07/21,7:31:51,46,58.5,12.505,-104.6,5316
03/07/21,7:32:22,46,58.5,12.503,-104.7,5317
03/07/21,7:32:53,46,58.5,12.503,-104.3,5318
03/07/21,7:33:23,46,58.5,12.503,-104.1,5319
03/07/21,7:33:52,46.1,58.5,12.501,-104,5320
03/07/21,7:34:23,46.1,58.5,12.504,-104.6,5321
03/07/21,7:34:53,46.1,58.5,12.503,-104.4,5322
03/07/21,7:35:23,46.1,58.5,12.503,-103.9,5323
03/07/21,7:35:54,46,58.5,12.503,-103.9,5324
03/07/21,7:36:24,46,58.5,12.502,-104.3,5325
03/07/21,7:36:57,46,58.5,12.504,-103.3,5326
03/07/21,7:37:28,46,58.5,12.503,-103.4,5327
03/07/21,7:37:57,46,58.5,12.504,-103.7,5328
03/07/21,7:38:28,46,58.5,12.502,-104,5329
03/07/21,7:39:02,46,58.5,12.503,-103.8,5330
03/07/21,7:39:30,46,58.5,12.505,-104,5331
03/07/21,7:39:59,46,58.5,12.502,-104.4,5332
03/07/21,7:40:31,46,58.5,12.504,-104.1,5333
03/07/21,7:41:03,46,58.5,12.502,-103.7,5334
03/07/21,7:41:32,46,58.5,12.506,-103.6,5335
03/07/21,7:42:02,46,58.5,12.505,-103.3,5336
03/07/21,7:42:33,46,58.5,12.505,-104.3,5337
03/07/21,7:43:03,45.9,58.5,12.504,-103.9,5338
03/07/21,7:43:35,45.9,58.5,12.502,-103.3,5339
03/07/21,7:44:05,45.9,58.5,12.503,-104,5340
03/07/21,7:44:35,45.9,58.5,12.504,-103.7,5341
03/07/21,7:45:04,45.9,58.5,12.503,-104.3,5342
03/07/21,7:45:35,45.9,58.5,12.502,-103.7,5343
03/07/21,7:46:04,45.9,58.5,12.5,-103.9,5344
03/07/21,7:46:35,45.9,58.5,12.504,-102.9,5345
03/07/21,7:47:05,45.9,58.5,12.505,-103.6,5346
03/07/21,7:47:35,45.9,58.5,12.505,-103.1,5347
03/07/21,7:48:06,45.9,58.5,12.505,-104.1,5348
03/07/21,7:48:37,46,58.5,12.505,-104.2,5349
03/07/21,7:49:07,45.9,58.5,12.503,-104.5,5350
03/07/21,7:49:37,45.9,58.5,12.502,-103.1,5351
03/07/21,7:50:07,45.9,58.5,12.504,-103.3,5352
03/07/21,7:50:37,45.9,58.5,12.503,-103.6,5353
03/07/21,7:51:07,45.9,58.5,12.5,-104.2,5354
03/07/21,7:51:38,45.9,58.5,12.501,-103.7,5355
03/07/21,7:52:08,45.9,58.5,12.501,-104.3,5356
03/07/21,7:52:42,45.9,58.5,12.502,-104.3,5357
03/07/21,7:53:08,45.9,58.5,12.5,-104.1,5358
03/07/21,7:53:38,45.9,58.5,12.5,-104,5359
03/07/21,7:54:09,45.9,58.5,12.502,-103.9,5360
03/07/21,7:54:41,45.9,58.5,12.503,-103.7,5361
03/07/21,7:55:12,45.9,58.5,12.502,-103.3,5362
03/07/21,7:55:44,45.9,58.5,12.502,-103.5,5363
03/07/21,7:56:10,45.8,58.5,12.503,-103.7,5364
03/07/21,7:56:43,45.9,58.5,12.504,-104.2,5365
03/07/21,7:57:11,45.9,58.5,12.504,-103.7,5366
03/07/21,7:57:41,45.9,58.5,12.503,-104.3,5367
03/07/21,7:58:12,45.9,58.5,12.501,-103.6,5368
03/07/21,7:58:42,45.9,58.5,12.501,-103.3,5369
03/07/21,7:59:15,45.9,58.5,12.502,-103.3,5370
03/07/21,7:59:42,45.8,58.5,12.501,-104.1,5371
03/07/21,8:00:13,45.9,58.5,12.504,-103.7,5372
03/07/21,8:00:44,45.9,58.5,12.505,-103.9,5373
03/07/21,8:01:15,45.8,58.5,12.5,-104,5374
03/07/21,8:01:48,45.8,58.5,12.502,-104.5,5375
03/07/21,8:02:15,45.8,58.5,12.505,-103.9,5376
03/07/21,8:02:44,45.8,58.5,12.502,-103.8,5377
03/07/21,8:03:15,45.8,58.5,12.503,-103.8,5378
03/07/21,8:03:46,45.8,58.5,12.501,-103.7,5379
03/07/21,8:04:16,45.8,58.5,12.501,-104,5380
03/07/21,8:04:46,45.8,58.5,12.501,-103.6,5381
03/07/21,8:05:18,45.8,58.5,12.5,-103.2,5382
03/07/21,8:05:48,45.8,58.5,12.502,-103.6,5383
03/07/21,8:06:20,45.8,58.5,12.506,-103,5384
03/07/21,8:06:49,45.8,58.5,12.503,-103.4,5385
03/07/21,8:07:23,45.8,58.5,12.504,-103.5,5386
03/07/21,8:07:49,45.8,58.5,12.505,-103.4,5387
03/07/21,8:08:21,45.8,58.5,12.502,-103.3,5388
03/07/21,8:08:50,45.8,58.5,12.503,-103.3,5389
03/07/21,8:09:22,45.8,58.5,12.5,-103.1,5390
03/07/21,8:09:53,45.8,58.5,12.501,-103.3,5391
03/07/21,8:10:23,45.8,58.5,12.501,-103.3,5392
03/07/21,8:10:51,45.8,58.5,12.502,-103.6,5393
03/07/21,8:11:24,45.8,58.5,12.506,-103.4,5394
03/07/21,8:11:53,45.8,58.5,12.503,-103.6,5395
03/07/21,8:12:26,45.8,58.5,12.502,-103.8,5396
03/07/21,8:12:53,45.8,58.5,12.502,-104.2,5397
03/07/21,8:13:26,45.8,58.5,12.502,-103.1,5398
03/07/21,8:13:54,45.8,58.5,12.507,-103.3,5399
03/07/21,8:14:26,45.8,58.5,12.504,-103.4,5400
03/07/21,8:14:59,45.8,58.5,12.505,-104.7,5401
03/07/21,8:15:28,45.8,58.5,12.502,-103.4,5402
03/07/21,8:15:58,45.7,58.5,12.505,-103.9,5403
03/07/21,8:16:28,45.8,58.5,12.505,-103.8,5404
03/07/21,8:16:59,45.8,58.5,12.507,-103.6,5405
03/07/21,8:17:30,45.7,58.5,12.506,-103.5,5406
03/07/21,8:18:00,45.8,58.5,12.507,-103.8,5407
03/07/21,8:18:32,45.7,58.5,12.505,-103.9,5408
03/07/21,8:19:04,45.7,58.5,12.505,-103.3,5409
03/07/21,8:19:35,45.7,58.5,12.505,-103.9,5410
03/07/21,8:20:03,45.7,58.5,12.505,-104.8,5411
03/07/21,8:20:38,45.8,58.5,12.503,-104.2,5412
03/07/21,8:21:04,45.8,58.5,12.501,-104.5,5413
03/07/21,8:21:37,45.8,58.5,12.504,-103.7,5414
03/07/21,8:22:05,45.8,58.5,12.502,-104,5415
03/07/21,8:22:37,45.8,58.5,12.501,-103.7,5416
03/07/21,8:23:05,45.7,58.5,12.503,-103.8,5417
03/07/21,8:23:36,45.7,58.5,12.505,-103.6,5418
03/07/21,8:24:06,45.7,58.5,12.501,-103.3,5419
03/07/21,8:24:36,45.7,58.4,12.504,-104.1,5420
03/07/21,8:25:06,45.7,58.5,12.503,-105,5421
03/07/21,8:25:37,45.8,58.4,12.504,-104.3,5422
03/07/21,8:26:08,45.7,58.5,12.501,-104.3,5423
03/07/21,8:26:38,45.7,58.5,12.501,-103.6,5424
03/07/21,8:27:08,45.7,58.5,12.503,-104.4,5425
03/07/21,8:27:42,45.7,58.5,12.502,-104.2,5426
03/07/21,8:28:09,45.7,58.5,12.501,-104.2,5427
03/07/21,8:28:42,45.7,58.5,12.505,-104,5428
03/07/21,8:29:11,45.7,58.5,12.505,-103.5,5429
03/07/21,8:29:42,45.7,58.5,12.503,-103.3,5430
03/07/21,8:30:12,45.7,58.5,12.502,-103.5,5431
03/07/21,8:30:43,45.7,58.5,12.505,-104.3,5432
03/07/21,8:31:14,45.7,58.5,12.503,-103.8,5433
03/07/21,8:31:50,45.7,58.5,12.504,-103.5,5434
03/07/21,8:32:13,45.7,58.5,12.503,-103.5,5435
03/07/21,8:32:46,45.7,58.5,12.501,-103.6,5436
